Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4042,CA-2021-146560,2021-12-03,2021-12-06,Second Class,CG-25152,Customer 351,Corporate,South,Tennessee,Office Supplies,Binders,Avery Durable Binders,315.86,4,0.1,45.48
4043,CA-2023-783137,2023-08-04,2023-08-10,Standard Class,CG-16614,Customer 37,Consumer,South,North Carolina,Furniture,Furnishings,Tensor Brushed Steel Torchiere,5593.42,7,0.0,362.48
4044,CA-2024-316125,2024-08-12,2024-08-16,Second Class,CG-49502,Customer 521,Home Office,South,Georgia,Technology,Phones,Samsung Galaxy S6,2670.55,4,0.1,718.17
4045,CA-2023-833287,2023-03-20,2023-03-22,Same Day,CG-55566,Customer 649,Corporate,West,Washington,Office Supplies,Storage,Fellowes Super Stor/Drawer,276.52,4,0.0,106.65
4046,CA-2023-899354,2023-09-12,2023-09-18,Standard Class,CG-39277,Customer 754,Home Office,West,Arizona,Office Supplies,Supplies,Acco Remark Laser Pointer,87.82,2,0.1,7.76
4047,CA-2024-800055,2024-09-24,2024-09-28,Second Class,CG-35957,Customer 647,Home Office,South,Florida,Office Supplies,Art,SAFCO Arco Folding Chair,152.34,7,0.3,-22.1
4048,CA-2024-268652,2024-10-17,2024-10-22,Standard Class,CG-62815,Customer 758,Corporate,Central,Missouri,Furniture,Tables,Bretford CR4500,2377.0,5,0.0,631.45
4049,CA-2023-301947,2023-07-09,2023-07-15,Standard Class,CG-62642,Customer 46,Corporate,West,Nevada,Technology,Copiers,Canon PC1060 Copier,1606.98,2,0.0,317.83
4050,CA-2024-779502,2024-03-28,2024-04-04,Standard Class,CG-72979,Customer 480,Corporate,East,Virginia,Technology,Copiers,Canon PC1060 Copier,134.17,3,0.4,-13.48
4051,CA-2021-981628,2021-08-26,2021-09-02,Standard Class,CG-23150,Customer 87,Home Office,West,Oregon,Technology,Phones,Nokia Smart Phone,693.2,1,0.3,-24.08
4052,CA-2021-689393,2021-06-28,2021-07-02,Second Class,CG-41123,Customer 23,Home Office,East,Michigan,Office Supplies,Art,Hunt Boston Pencil Sharpener,194.66,7,0.2,24.68
4053,CA-2023-199033,2023-02-12,2023-02-18,Standard Class,CG-77634,Customer 703,Corporate,East,Ohio,Technology,Machines,Brother Intelli-Fax 4750E,1271.81,3,0.4,186.38
4054,CA-2023-799928,2023-06-04,2023-06-10,Standard Class,CG-99663,Customer 174,Consumer,South,Alabama,Furniture,Furnishings,Tensor Brushed Steel Torchiere,4328.22,13,0.4,566.51
4055,CA-2022-796113,2022-12-04,2022-12-09,Standard Class,CG-82323,Customer 796,Corporate,East,New Jersey,Furniture,Furnishings,"Howard Miller 11"" Wall Clock",333.82,4,0.3,3.48
4056,CA-2022-404360,2022-08-17,2022-08-22,Second Class,CG-83075,Customer 560,Consumer,East,New Jersey,Technology,Copiers,Konica Minolta,722.67,1,0.3,74.32
4057,CA-2023-626326,2023-06-26,2023-07-01,Standard Class,CG-20354,Customer 571,Consumer,East,Virginia,Furniture,Tables,Chromcraft Bull-Nose Table,2071.87,8,0.1,203.44
4058,CA-2024-615311,2024-09-24,2024-09-29,Standard Class,CG-38675,Customer 448,Consumer,South,Tennessee,Technology,Copiers,Canon PC1060 Copier,294.31,1,0.0,20.2
4059,CA-2022-106045,2022-06-20,2022-06-27,Standard Class,CG-12355,Customer 64,Consumer,South,South Carolina,Technology,Machines,HP Designjet T520,5382.79,9,0.2,1472.69
4060,CA-2024-108416,2024-11-08,2024-11-13,Second Class,CG-20445,Customer 96,Home Office,East,New York,Furniture,Chairs,HON 5400 Series Task Chair,2303.7,14,0.0,321.0
4061,CA-2024-615921,2024-07-27,2024-08-03,Standard Class,CG-29301,Customer 273,Corporate,Central,Missouri,Furniture,Tables,Bevis 36 x 72 Conference Table,7134.9,10,0.0,1520.62
4062,CA-2022-701263,2022-10-23,2022-10-30,Standard Class,CG-22931,Customer 383,Home Office,South,North Carolina,Furniture,Furnishings,"Howard Miller 11"" Wall Clock",5823.65,12,0.2,1160.06
4063,CA-2022-583798,2022-11-04,2022-11-08,Second Class,CG-25558,Customer 618,Consumer,East,Virginia,Office Supplies,Supplies,Acco Remark Laser Pointer,34.41,1,0.0,5.23
4064,CA-2023-660665,2023-12-06,2023-12-10,First Class,CG-93238,Customer 798,Home Office,East,Pennsylvania,Office Supplies,Labels,Avery Laser Labels,284.97,7,0.0,70.76
4065,CA-2023-579793,2023-04-23,2023-04-28,Second Class,CG-69377,Customer 691,Consumer,South,Tennessee,Technology,Phones,Motorola Smart Phone,2019.24,12,0.0,615.96
4066,CA-2023-726148,2023-07-23,2023-07-26,First Class,CG-68971,Customer 453,Home Office,South,North Carolina,Office Supplies,Supplies,Fiskars Adult Scissors,669.6,12,0.4,-25.88
4067,CA-2022-867941,2022-03-15,2022-03-20,Second Class,CG-63933,Customer 538,Consumer,South,Tennessee,Technology,Copiers,Hewlett Packard LaserJet,311.57,1,0.5,-17.0
4068,CA-2022-853817,2022-04-04,2022-04-10,Standard Class,CG-33030,Customer 445,Corporate,East,Michigan,Furniture,Tables,Chromcraft Bull-Nose Table,2083.45,5,0.0,779.85
4069,CA-2021-103167,2021-04-17,2021-04-24,Standard Class,CG-57107,Customer 160,Consumer,Central,Wisconsin,Office Supplies,Supplies,Fiskars Adult Scissors,397.49,6,0.2,136.75
4070,CA-2022-632590,2022-03-23,2022-03-29,Standard Class,CG-78850,Customer 16,Consumer,West,Washington,Technology,Accessories,Belkin F8N112 Laptop Power Adapter,5050.64,8,0.0,1664.8
4071,CA-2023-816888,2023-10-21,2023-10-26,Standard Class,CG-14178,Customer 450,Home Office,Central,Minnesota,Office Supplies,Art,Hunt Boston Pencil Sharpener,82.94,9,0.1,18.61
4072,CA-2021-421453,2021-09-18,2021-09-25,Standard Class,CG-48483,Customer 640,Consumer,West,Nevada,Office Supplies,Storage,Rogers File Cabinet,320.06,6,0.2,41.19
4073,CA-2024-837422,2024-07-30,2024-08-05,Standard Class,CG-67651,Customer 773,Consumer,South,Florida,Office Supplies,Paper,Hammermill Copy Plus Paper,197.47,7,0.5,-22.27
4074,CA-2022-362785,2022-06-09,2022-06-15,Standard Class,CG-23679,Customer 428,Consumer,South,Georgia,Technology,Machines,Xerox WorkCentre,12018.48,12,0.0,4680.87
4075,CA-2021-847996,2021-01-23,2021-01-29,Standard Class,CG-42321,Customer 147,Consumer,East,New Jersey,Office Supplies,Fasteners,OIC Binder Clips,113.19,11,0.5,-15.05
4076,CA-2021-107610,2021-05-10,2021-05-15,Second Class,CG-45096,Customer 342,Home Office,South,Florida,Technology,Copiers,Hewlett Packard LaserJet,957.2,8,0.0,203.57
4077,CA-2021-182596,2021-06-10,2021-06-14,First Class,CG-41757,Customer 108,Home Office,West,Nevada,Office Supplies,Art,Hunt Boston Pencil Sharpener,630.08,11,0.0,64.55
4078,CA-2022-409711,2022-01-26,2022-01-29,First Class,CG-21783,Customer 495,Home Office,Central,Texas,Office Supplies,Fasteners,Advantus Push Pins,168.85,11,0.0,36.44
4079,CA-2022-456793,2022-12-09,2022-12-15,Standard Class,CG-57733,Customer 602,Consumer,South,South Carolina,Technology,Phones,Apple iPhone 6S,352.32,3,0.1,123.59
4080,CA-2024-637427,2024-09-05,2024-09-10,Standard Class,CG-64010,Customer 733,Corporate,West,Oregon,Technology,Machines,Xerox WorkCentre,138.0,4,0.4,-12.43
4081,CA-2023-101509,2023-07-04,2023-07-07,First Class,CG-18428,Customer 581,Consumer,West,California,Office Supplies,Fasteners,OIC Binder Clips,52.16,3,0.3,5.43
4082,CA-2023-755694,2023-08-03,2023-08-09,Standard Class,CG-98953,Customer 492,Corporate,South,North Carolina,Technology,Machines,Brother Intelli-Fax 4750E,4752.0,10,0.4,490.66
4083,CA-2022-554243,2022-09-25,2022-09-28,Second Class,CG-46006,Customer 790,Home Office,Central,Texas,Office Supplies,Storage,Eldon Fold N Roll Cart,347.54,14,0.2,83.98
4084,CA-2024-390756,2024-03-14,2024-03-20,Standard Class,CG-15148,Customer 388,Consumer,Central,Texas,Furniture,Bookcases,Bush Westfield Bookcase,1328.16,6,0.0,453.85
4085,CA-2023-413763,2023-04-08,2023-04-13,Standard Class,CG-91032,Customer 672,Home Office,Central,Missouri,Office Supplies,Art,Hunt Boston Pencil Sharpener,150.0,8,0.0,10.08
4086,CA-2022-688162,2022-04-28,2022-04-29,Same Day,CG-22846,Customer 590,Consumer,Central,Kansas,Furniture,Tables,Chromcraft Bull-Nose Table,7494.84,12,0.0,2297.24
4087,CA-2021-957983,2021-07-14,2021-07-14,Same Day,CG-61253,Customer 131,Corporate,West,Arizona,Office Supplies,Labels,3M Polarizing Label,304.92,11,0.0,85.56
4088,CA-2023-701768,2023-09-30,2023-10-03,Second Class,CG-24174,Customer 144,Home Office,South,North Carolina,Office Supplies,Binders,Avery Durable Binders,186.72,12,0.0,55.62
4089,CA-2021-221569,2021-12-21,2021-12-25,First Class,CG-64321,Customer 506,Home Office,West,Nevada,Office Supplies,Binders,Avery Durable Binders,62.8,4,0.0,9.04
4090,CA-2024-247476,2024-10-28,2024-11-01,Second Class,CG-90339,Customer 153,Consumer,South,Florida,Furniture,Furnishings,Tensor Brushed Steel Torchiere,856.7,10,0.0,71.29
4091,CA-2022-846427,2022-03-06,2022-03-11,Standard Class,CG-81225,Customer 472,Home Office,West,Washington,Furniture,Bookcases,Sauder Forest Hills,2049.99,4,0.3,-41.96
4092,CA-2022-567987,2022-07-13,2022-07-18,Second Class,CG-97179,Customer 509,Consumer,West,Colorado,Furniture,Bookcases,O'Sullivan 2-Shelf Bookcase,500.95,5,0.0,71.77
4093,CA-2024-201456,2024-01-04,2024-01-08,Second Class,CG-62452,Customer 200,Corporate,East,New York,Technology,Accessories,Logitech Wireless Mouse,3275.64,9,0.0,1095.59
4094,CA-2023-248384,2023-06-03,2023-06-06,First Class,CG-31283,Customer 223,Consumer,East,Massachusetts,Furniture,Furnishings,Eldon Jumbo Plastic Desk Accessories,3261.48,12,0.5,370.0
4095,CA-2023-363584,2023-07-17,2023-07-19,Same Day,CG-23635,Customer 301,Corporate,South,Georgia,Furniture,Bookcases,Bush Westfield Bookcase,4214.21,7,0.0,444.58
4096,CA-2022-427350,2022-12-13,2022-12-17,Second Class,CG-38158,Customer 280,Corporate,Central,Wisconsin,Furniture,Furnishings,"Howard Miller 11"" Wall Clock",1329.4,5,0.0,272.49
4097,CA-2022-327464,2022-09-06,2022-09-09,Second Class,CG-33146,Customer 593,Consumer,South,Alabama,Furniture,Chairs,Global Troy Executive Chair,2150.58,6,0.0,676.32
4098,CA-2022-715753,2022-07-05,2022-07-08,Second Class,CG-58371,Customer 327,Consumer,Central,Kansas,Office Supplies,Art,Boston 16-Shelf Bookcase,188.34,6,0.0,47.44
4099,CA-2022-128929,2022-06-25,2022-07-02,Standard Class,CG-66090,Customer 434,Consumer,Central,Kansas,Office Supplies,Paper,Hammermill Copy Plus Paper,79.32,2,0.3,4.02
4100,CA-2022-371631,2022-01-19,2022-01-24,Standard Class,CG-90298,Customer 293,Home Office,South,Georgia,Technology,Phones,Samsung Galaxy S6,3205.88,8,0.5,470.19
4101,CA-2021-887980,2021-09-22,2021-09-28,Standard Class,CG-65702,Customer 563,Consumer,Central,Indiana,Technology,Accessories,Kensington Lock,1872.07,9,0.1,97.41
4102,CA-2021-639407,2021-12-26,2022-01-01,Standard Class,CG-33914,Customer 176,Consumer,West,Arizona,Office Supplies,Labels,Avery Laser Labels,923.02,14,0.0,238.04
4103,CA-2021-462287,2021-08-24,2021-08-31,Standard Class,CG-98963,Customer 266,Corporate,East,Ohio,Office Supplies,Art,Boston 16-Shelf Bookcase,405.75,5,0.0,48.06
4104,CA-2021-191134,2021-11-18,2021-11-25,Standard Class,CG-12981,Customer 16,Home Office,West,Utah,Office Supplies,Storage,Eldon Fold N Roll Cart,243.88,14,0.0,26.49
4105,CA-2023-742103,2023-01-10,2023-01-14,First Class,CG-97485,Customer 257,Consumer,East,Michigan,Furniture,Tables,Chromcraft Bull-Nose Table,7043.13,10,0.1,1172.93
4106,CA-2021-133668,2021-12-16,2021-12-23,Standard Class,CG-11644,Customer 239,Corporate,East,Pennsylvania,Furniture,Furnishings,Eldon Jumbo Plastic Desk Accessories,457.6,11,0.5,-3.62
4107,CA-2022-630842,2022-12-12,2022-12-18,Standard Class,CG-76858,Customer 576,Home Office,West,Colorado,Office Supplies,Storage,Fellowes Super Stor/Drawer,135.6,3,0.2,24.87
4108,CA-2022-635010,2022-10-31,2022-11-06,Standard Class,CG-64610,Customer 393,Consumer,West,Arizona,Technology,Accessories,Logitech Wireless Mouse,385.77,3,0.0,106.53
4109,CA-2022-165477,2022-07-29,2022-07-31,First Class,CG-40763,Customer 416,Corporate,Central,Indiana,Furniture,Furnishings,"Howard Miller 11"" Wall Clock",897.48,2,0.3,132.58
4110,CA-2024-253082,2024-11-28,2024-12-05,Standard Class,CG-51430,Customer 617,Home Office,South,Georgia,Office Supplies,Paper,Xerox 1967,1055.21,13,0.0,331.54
4111,CA-2022-792441,2022-04-15,2022-04-20,Second Class,CG-65887,Customer 644,Corporate,East,New Jersey,Technology,Machines,Xerox WorkCentre,6717.42,12,0.5,82.58
4112,CA-2024-185690,2024-03-07,2024-03-11,Second Class,CG-86221,Customer 310,Corporate,East,Michigan,Furniture,Bookcases,O'Sullivan 2-Shelf Bookcase,3952.69,10,0.3,359.53
4113,CA-2021-297820,2021-06-30,2021-07-03,Second Class,CG-38697,Customer 412,Consumer,West,Nevada,Office Supplies,Paper,Xerox 1967,905.52,12,0.0,118.86
4114,CA-2022-856659,2022-02-18,2022-02-24,Standard Class,CG-81210,Customer 662,Corporate,South,Georgia,Technology,Accessories,Belkin F8N112 Laptop Power Adapter,1275.9,2,0.3,-68.69
4115,CA-2022-999948,2022-03-30,2022-04-04,Standard Class,CG-25189,Customer 116,Home Office,Central,Missouri,Technology,Accessories,Belkin F8N112 Laptop Power Adapter,656.88,2,0.3,-38.64
4116,CA-2024-708864,2024-12-23,2024-12-27,First Class,CG-54014,Customer 121,Corporate,Central,Indiana,Office Supplies,Supplies,Fiskars Adult Scissors,137.16,12,0.4,-7.19
4117,CA-2022-124322,2022-09-18,2022-09-24,Standard Class,CG-10080,Customer 717,Consumer,South,Tennessee,Furniture,Tables,Chromcraft Bull-Nose Table,481.16,4,0.5,57.92
4118,CA-2021-384560,2021-08-09,2021-08-15,Standard Class,CG-40828,Customer 163,Corporate,West,Colorado,Office Supplies,Supplies,Acco Remark Laser Pointer,85.68,3,0.0,12.49
4119,CA-2024-796173,2024-09-26,2024-10-03,Standard Class,CG-53298,Customer 334,Consumer,Central,Texas,Technology,Machines,Xerox WorkCentre,797.91,2,0.5,0.14
4120,CA-2022-731714,2022-05-04,2022-05-11,Standard Class,CG-43628,Customer 547,Home Office,Central,Kansas,Technology,Phones,Apple iPhone 6S,977.86,1,0.1,141.2
4121,CA-2023-520193,2023-12-11,2023-12-16,Standard Class,CG-90376,Customer 554,Consumer,Central,Texas,Furniture,Chairs,Global Troy Executive Chair,62.45,1,0.4,1.62
4122,CA-2021-402055,2021-06-25,2021-07-02,Standard Class,CG-12255,Customer 781,Home Office,East,Pennsylvania,Office Supplies,Supplies,Acco Remark Laser Pointer,173.07,3,0.4,15.54
4123,CA-2022-640952,2022-11-21,2022-11-28,Standard Class,CG-25116,Customer 62,Corporate,Central,Texas,Furniture,Chairs,Global Troy Executive Chair,3221.86,11,0.4,-214.49
4124,CA-2024-969954,2024-07-01,2024-07-06,Standard Class,CG-13339,Customer 554,Corporate,West,Nevada,Technology,Phones,Samsung Galaxy S6,461.01,13,0.3,14.56
4125,CA-2024-189227,2024-04-01,2024-04-08,Standard Class,CG-78843,Customer 374,Home Office,South,North Carolina,Technology,Accessories,Logitech Wireless Mouse,3629.77,9,0.1,936.05
4126,CA-2024-906314,2024-03-02,2024-03-03,Same Day,CG-63781,Customer 530,Home Office,Central,Minnesota,Technology,Copiers,Konica Minolta,9943.56,9,0.0,3257.18
4127,CA-2024-184855,2024-07-14,2024-07-18,Second Class,CG-88410,Customer 476,Consumer,South,Louisiana,Office Supplies,Storage,Eldon Fold N Roll Cart,1073.09,12,0.1,119.7
4128,CA-2023-656883,2023-12-12,2023-12-19,Standard Class,CG-81338,Customer 117,Consumer,South,Louisiana,Office Supplies,Binders,Avery Durable Binders,181.04,4,0.0,29.78
4129,CA-2023-627292,2023-05-08,2023-05-14,Standard Class,CG-44876,Customer 319,Consumer,South,Tennessee,Office Supplies,Storage,Eldon Fold N Roll Cart,772.83,9,0.0,160.32
4130,CA-2024-461980,2024-12-04,2024-12-07,Second Class,CG-89726,Customer 455,Corporate,South,South Carolina,Technology,Copiers,Hewlett Packard LaserJet,1420.86,14,0.0,471.11
4131,CA-2022-937601,2022-06-10,2022-06-16,Standard Class,CG-56249,Customer 90,Home Office,East,New Jersey,Technology,Copiers,Canon PC1060 Copier,4340.18,13,0.5,88.77
4132,CA-2021-776199,2021-05-17,2021-05-19,Same Day,CG-49413,Customer 319,Home Office,West,Colorado,Technology,Phones,Apple iPhone 6S,853.29,1,0.0,142.63
4133,CA-2021-951891,2021-08-13,2021-08-18,Standard Class,CG-38454,Customer 597,Home Office,Central,Illinois,Technology,Accessories,Logitech Wireless Mouse,4728.08,14,0.5,449.2
4134,CA-2023-984162,2023-04-04,2023-04-11,Standard Class,CG-41537,Customer 107,Corporate,South,Louisiana,Furniture,Furnishings,Tensor Brushed Steel Torchiere,757.0,5,0.2,86.0
4135,CA-2024-558922,2024-02-16,2024-02-21,Standard Class,CG-82176,Customer 240,Corporate,South,North Carolina,Technology,Copiers,Canon PC1060 Copier,4610.06,13,0.0,1514.39
4136,CA-2023-914143,2023-11-14,2023-11-19,Standard Class,CG-64846,Customer 426,Consumer,South,Louisiana,Furniture,Bookcases,Bush Westfield Bookcase,734.33,3,0.5,-83.77
4137,CA-2021-629462,2021-01-03,2021-01-10,Standard Class,CG-18825,Customer 209,Consumer,East,Virginia,Furniture,Tables,Chromcraft Bull-Nose Table,1385.8,3,0.4,-65.14
4138,CA-2022-982555,2022-06-17,2022-06-20,First Class,CG-82199,Customer 132,Consumer,Central,Missouri,Technology,Phones,Motorola Smart Phone,1106.9,1,0.0,315.5
4139,CA-2021-423872,2021-12-07,2021-12-14,Standard Class,CG-12237,Customer 800,Corporate,West,California,Furniture,Tables,Bretford CR4500,721.14,5,0.4,-6.26
4140,CA-2021-286337,2021-06-08,2021-06-14,Standard Class,CG-82816,Customer 472,Corporate,East,New York,Furniture,Bookcases,Bush Westfield Bookcase,1629.29,4,0.3,171.14
4141,CA-2022-837836,2022-04-30,2022-05-06,Standard Class,CG-86929,Customer 425,Corporate,Central,Indiana,Furniture,Chairs,Realspace Magellan Chair,679.21,2,0.3,-71.29
4142,CA-2022-555127,2022-02-02,2022-02-05,Second Class,CG-82362,Customer 731,Home Office,South,Tennessee,Technology,Copiers,Canon PC1060 Copier,3483.32,4,0.0,370.43
4143,CA-2021-375625,2021-11-16,2021-11-18,First Class,CG-98236,Customer 90,Consumer,West,Arizona,Furniture,Furnishings,Eldon Jumbo Plastic Desk Accessories,6653.32,14,0.3,-326.91
4144,CA-2024-847991,2024-01-24,2024-01-31,Standard Class,CG-19487,Customer 608,Corporate,West,Arizona,Technology,Phones,Motorola Smart Phone,258.19,1,0.0,55.31
4145,CA-2023-530939,2023-06-14,2023-06-19,Second Class,CG-69154,Customer 106,Consumer,Central,Wisconsin,Technology,Machines,Xerox WorkCentre,6395.13,7,0.0,1089.33
4146,CA-2022-565948,2022-09-17,2022-09-19,Same Day,CG-54667,Customer 390,Corporate,West,Washington,Technology,Phones,Motorola Smart Phone,11200.32,12,0.2,1038.82
4147,CA-2021-503761,2021-09-25,2021-09-30,Standard Class,CG-50778,Customer 234,Consumer,West,California,Office Supplies,Art,SAFCO Arco Folding Chair,138.08,8,0.0,26.35
4148,CA-2024-432117,2024-05-12,2024-05-16,Second Class,CG-27496,Customer 629,Consumer,Central,Texas,Office Supplies,Binders,Wilson Jones Gold Binder,193.65,3,0.0,14.16
4149,CA-2023-197970,2023-08-23,2023-08-29,Standard Class,CG-75360,Customer 778,Home Office,West,Nevada,Technology,Phones,Motorola Smart Phone,1947.55,11,0.0,593.41
4150,CA-2024-150384,2024-06-08,2024-06-10,First Class,CG-53456,Customer 191,Home Office,West,California,Furniture,Chairs,HON 5400 Series Task Chair,7988.66,13,0.2,1496.49
4151,CA-2023-309962,2023-03-04,2023-03-08,First Class,CG-81867,Customer 612,Corporate,Central,Kansas,Furniture,Bookcases,Sauder Forest Hills,5575.5,12,0.3,-687.55
4152,CA-2023-108556,2023-07-30,2023-08-04,Second Class,CG-31826,Customer 349,Consumer,East,Pennsylvania,Furniture,Furnishings,"Howard Miller 11"" Wall Clock",2456.7,10,0.0,757.25
4153,CA-2023-518287,2023-04-19,2023-04-26,Standard Class,CG-51216,Customer 320,Consumer,West,Nevada,Furniture,Bookcases,O'Sullivan 2-Shelf Bookcase,1775.46,6,0.5,-14.32
4154,CA-2023-347944,2023-05-18,2023-05-23,Standard Class,CG-43969,Customer 465,Corporate,West,Oregon,Office Supplies,Envelopes,Poly String & Button Envelopes,182.95,11,0.2,31.08
4155,CA-2023-323852,2023-11-10,2023-11-16,Standard Class,CG-94267,Customer 731,Corporate,South,Florida,Office Supplies,Storage,Eldon Fold N Roll Cart,113.38,2,0.0,11.42
4156,CA-2024-929488,2024-09-29,2024-10-04,Second Class,CG-50683,Customer 309,Corporate,Central,Wisconsin,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Compact Refrigerator,121.9,6,0.4,10.18
4157,CA-2023-852773,2023-01-24,2023-01-31,Standard Class,CG-17268,Customer 492,Consumer,West,Utah,Furniture,Bookcases,Bush Westfield Bookcase,983.87,2,0.2,94.82
4158,CA-2022-220862,2022-04-25,2022-04-27,First Class,CG-27341,Customer 217,Home Office,West,Oregon,Furniture,Tables,Bretford CR4500,4131.82,13,0.2,1165.56
4159,CA-2024-562936,2024-07-29,2024-08-01,First Class,CG-32648,Customer 11,Corporate,Central,Minnesota,Office Supplies,Envelopes,Wintrust Envelope Selection,959.66,13,0.0,328.77
4160,CA-2024-686476,2024-06-24,2024-06-25,Same Day,CG-61791,Customer 165,Consumer,East,New York,Technology,Copiers,Konica Minolta,2473.63,4,0.1,344.74
4161,CA-2021-265886,2021-08-26,2021-08-28,First Class,CG-77763,Customer 701,Home Office,East,Massachusetts,Office Supplies,Paper,Hammermill Copy Plus Paper,904.06,13,0.1,218.92
4162,CA-2023-480891,2023-06-26,2023-07-03,Standard Class,CG-14824,Customer 401,Home Office,Central,Texas,Furniture,Tables,Bretford CR4500,2297.99,11,0.3,-110.49
4163,CA-2023-592284,2023-04-29,2023-05-06,Standard Class,CG-61468,Customer 166,Home Office,West,Oregon,Furniture,Bookcases,Bush Westfield Bookcase,2497.87,13,0.4,-254.0
4164,CA-2023-467952,2023-11-02,2023-11-05,First Class,CG-20916,Customer 727,Corporate,East,Michigan,Technology,Accessories,Kensington Lock,1241.57,6,0.4,137.25
4165,CA-2021-437060,2021-03-13,2021-03-19,Standard Class,CG-52510,Customer 291,Corporate,East,Ohio,Office Supplies,Paper,Hammermill Copy Plus Paper,149.65,4,0.1,35.98
4166,CA-2021-314406,2021-05-31,2021-06-04,First Class,CG-20341,Customer 132,Consumer,East,Pennsylvania,Furniture,Chairs,HON 5400 Series Task Chair,5771.3,11,0.2,1419.42
4167,CA-2024-423756,2024-03-04,2024-03-09,Second Class,CG-19055,Customer 512,Corporate,East,New York,Technology,Accessories,Belkin F8N112 Laptop Power Adapter,3327.57,3,0.0,358.45
4168,CA-2023-570146,2023-12-23,2023-12-30,Standard Class,CG-47948,Customer 62,Home Office,South,South Carolina,Technology,Copiers,Canon PC1060 Copier,388.66,3,0.4,24.19
4169,CA-2022-969413,2022-03-30,2022-04-05,Standard Class,CG-88340,Customer 359,Home Office,South,Tennessee,Furniture,Chairs,Realspace Magellan Chair,3484.88,7,0.0,619.86
4170,CA-2023-817824,2023-01-16,2023-01-21,Standard Class,CG-36022,Customer 443,Home Office,West,Washington,Furniture,Chairs,HON 5400 Series Task Chair,246.31,3,0.3,-20.56
4171,CA-2021-320756,2021-05-07,2021-05-14,Standard Class,CG-92553,Customer 89,Corporate,East,Virginia,Technology,Copiers,Hewlett Packard LaserJet,2318.74,7,0.2,351.67
4172,CA-2024-463860,2024-06-22,2024-06-26,Second Class,CG-59149,Customer 328,Consumer,West,California,Office Supplies,Art,SAFCO Arco Folding Chair,620.68,13,0.5,-59.48
4173,CA-2022-114411,2022-12-22,2022-12-27,Standard Class,CG-56221,Customer 536,Consumer,Central,Kansas,Furniture,Chairs,Global Troy Executive Chair,2872.08,10,0.2,946.24
4174,CA-2021-708142,2021-11-01,2021-11-03,Same Day,CG-29632,Customer 747,Home Office,South,Georgia,Office Supplies,Fasteners,Advantus Push Pins,286.02,10,0.1,110.49
4175,CA-2024-858949,2024-03-30,2024-04-04,Standard Class,CG-33596,Customer 543,Corporate,South,Alabama,Office Supplies,Supplies,Fiskars Adult Scissors,61.29,11,0.3,8.1
4176,CA-2022-902546,2022-10-06,2022-10-11,Standard Class,CG-22530,Customer 443,Consumer,East,New York,Technology,Machines,Xerox WorkCentre,6326.32,7,0.0,2416.63
4177,CA-2021-790792,2021-11-28,2021-12-04,Standard Class,CG-93530,Customer 358,Consumer,South,Louisiana,Office Supplies,Paper,Xerox 1967,72.02,1,0.0,25.66
4178,CA-2024-375341,2024-06-10,2024-06-12,Same Day,CG-76560,Customer 379,Home Office,South,Alabama,Furniture,Bookcases,Bush Westfield Bookcase,5879.92,8,0.0,391.03
4179,CA-2023-763730,2023-01-05,2023-01-07,First Class,CG-15773,Customer 316,Consumer,West,Utah,Furniture,Bookcases,Sauder Forest Hills,1787.65,5,0.5,12.18
4180,CA-2024-181290,2024-10-24,2024-10-31,Standard Class,CG-52371,Customer 715,Corporate,Central,Texas,Technology,Copiers,Canon PC1060 Copier,5602.17,14,0.3,583.36
4181,CA-2022-395648,2022-02-13,2022-02-20,Standard Class,CG-98381,Customer 15,Corporate,West,Utah,Office Supplies,Art,SAFCO Arco Folding Chair,9.86,2,0.4,0.16
4182,CA-2021-772268,2021-01-24,2021-01-29,Second Class,CG-88167,Customer 103,Corporate,East,Pennsylvania,Office Supplies,Paper,Hammermill Copy Plus Paper,783.12,10,0.2,168.24
4183,CA-2023-578909,2023-10-24,2023-10-30,Standard Class,CG-46459,Customer 105,Corporate,East,Michigan,Furniture,Bookcases,Sauder Forest Hills,2496.13,7,0.5,240.69
4184,CA-2023-564809,2023-02-08,2023-02-12,Second Class,CG-23281,Customer 387,Corporate,Central,Wisconsin,Technology,Accessories,Kensington Lock,5714.52,14,0.4,-504.06
4185,CA-2023-618222,2023-04-10,2023-04-13,First Class,CG-25423,Customer 441,Home Office,West,California,Furniture,Furnishings,Eldon Jumbo Plastic Desk Accessories,3018.66,6,0.0,479.21
4186,CA-2023-110557,2023-04-14,2023-04-18,Second Class,CG-26064,Customer 84,Consumer,East,New Jersey,Technology,Machines,HP Designjet T520,3546.24,4,0.0,580.26
4187,CA-2022-235517,2022-07-03,2022-07-08,Standard Class,CG-15956,Customer 84,Home Office,West,Colorado,Furniture,Tables,Bretford CR4500,274.3,1,0.0,22.33
4188,CA-2024-716606,2024-02-22,2024-02-28,Standard Class,CG-45925,Customer 133,Consumer,Central,Missouri,Technology,Machines,HP Designjet T520,4999.56,10,0.4,-605.24
4189,CA-2022-633645,2022-06-12,2022-06-19,Standard Class,CG-13286,Customer 768,Corporate,West,Washington,Office Supplies,Labels,Avery 490 Labels,140.53,5,0.5,10.52
